name,year_of_data,district,Municipal_status,Distance_from_Tel Aviv _District border_Km,Number_of_councillors,Area,Population_density,Total population,Jews_and_others,Jews_percent_of_Jews_and_others,Arab_percentages,Muslims_percent_of_the_Arab_population,Christians_percent_of_the_Arab_population,Druze_percentage_of_the_Arab_population,Total_men,Total_woman,Age_0-4,Age_5-9,Age_10-14,Age_15-19,Age_20-29,Age_30-44,Age_45-59,Age_60-64,Age_65+,Age_0-17,Age_75+,Percentage_of_population_growth_compared_to_the_previous_year,migration_balance,Number_of_families_with_child,Average_monthly_salary_of_employee,Average_monthly_income_of_the_self-employed,Number_of_employees,Number_of_self-employed,Percentage_degree_35-55,Percentage_of_higher_education_within_8_years_out_of_school,Percentage_of_students_20-25,Percentage_of_total_students,Start_of_construction_apartments,Socioeconomic_cluster,Cluster_Most_peripheral,Residence_Percentage,Education_Percentage,Health_Percentage_of_Area,Public_utilities_Percentage,Culture_percentage,Commercial_Offices_Percentage,Industry_Percentage,Infrastructure_transportation_percentage,Agricultural_structures_percentage,Gardening_park_Percentage,Forest_percent,Plant_Percentage,crops Percentage,Open_space_percentage,Weighted_Average_Salary
אורנית,2018,אזור יהודה והשומרון,מועצה מקומית,15.3,9,9.201761658031089,957.0993389416309,8807,99.9,98.5,0,0,0,0,"4,473","4,334",8.8,10.4,10.7,7.8,11.6,20.1,18.2,4.3,8.1,34.5,1.7,1.8,862,951,"13,480","12,211","4,443",481,46,56.6,13.4,3.4,28,8,6,53.4,0.4,0.4,0,2.2,0,0,0.9,0,0,1.3,4,1.3,36.1,13356.03798
אורנית,2019,אזור יהודה והשומרון,מועצה מקומית,15.3,9,9.201761658031089,973.1832156491773,8955,99.8,98.4,0,0,0,0,"4,538","4,417",8,10.5,10.9,7.8,12.2,19.1,18.4,4.5,8.4,34.5,1.9,1.7,-100,960,"13,915","11,575","4,531",605,48.8,37.44498902706657,14.3,3.5,6,9,6,53.4,0.4,0.4,0,2.2,0,0,0.9,0,0,1.3,4,1.3,36.1,13639.35748
אורנית,2020,אזור יהודה והשומרון,מועצה מקומית,15.3,9,9.201761658031089,974.2699640753629,8965,99.8,98.5,0,0,0,0,"4,543","4,422",7.4,10.2,11.4,8.1,12.1,17.8,19.6,4.3,9.1,34.3,2.2,0.1,122,968,"13,425","11,521","4,247",581,49.7,46.4,17.5,3.8,29,9,6,53.4,0.4,0.4,0,2.2,0,0,0.9,0,0,1.3,4,1.3,36.1,13195.87324
אורנית,2021,אזור יהודה והשומרון,מועצה מקומית,15.2,9,9.201761658031089,1010.1326621394867,9295,99.8,98.2,0,0,0,0,"4,730","4,565",6.9,9.5,11.2,9.3,12.3,16.1,20,4.8,10,33.6,2.8,2,115,957,"16,050","14,224","4,415",439,53.3,50.9,16.2,4,29,8,6,57.5,2.3,0,0,2.3,0.5,0,0.5,0,0,0.5,6.5,0.9,29,15884.85496
אורנית,2022,אזור יהודה והשומרון,מועצה מקומית,15.2,9,9.201761658031089,990.4625156255279,9114,99.8,98.5,0,0,0,0,"4,634","4,480",7.1,9.9,11.2,9,11.9,16.9,20,4.4,9.6,34.2,2.5,1.7,-21,968,"13,425","11,521","4,247",581,51.7,52.6,17.7,3.9,57,8,6,57.5,2.3,0,0,2.3,0.5,0,0.5,0,0,0.5,6.5,0.9,29,13195.87324
אזור,2016,תל אביב,מועצה מקומית,0,11,2.22,5675.675675675675,12600,99.8,94.4,0,0,0,0,6.3,6.3,9.5,7.8,5.9,5.7,13.7,22.8,15.2,5.7,13.7,26.4,5.5,2.8,-562,"1,536","9,092","10,699","5,827",574,19.9,43.8,11.4,2.7,176,7,9,56.1,1.8,0,0.5,1.8,3.2,10,15.8,0,1.8,0,0,0,9,9236.105296
אזור,2017,תל אביב,מועצה מקומית,0,11,2.22,5720.720721,12700,99.8,94.2,0,0,0,0,6.3,6.4,9.6,8,6.1,5.4,13.4,22.9,15.3,5.4,14,26.7,5.3,1,69,"1,548","9,129","10,942","5,806",606,19.9,43.8,11.4,2.7,176,7,9,56.1,1.8,0,0.5,1.8,3.2,10,15.8,0,1.8,0,0,0,9,9300.347162
אזור,2018,תל אביב,מועצה מקומית,0,11,2.22,5789.639639639639,12853,99.8,94,0,0,0,0,"6,355","6,498",9.5,8.2,6.3,5.1,13.1,22.6,15.5,5.1,14.6,27.1,5.4,1.2,446,"1,550","9,580","12,182","5,932",600,20.4,29.8,11,2.4,39,7,9,56.1,1.8,0,0.5,1.8,3.2,10,15.8,0,1.8,0,0,0,9,9819.007961
אזור,2019,תל אביב,מועצה מקומית,0,11,2.22,5836.486486486486,12957,99.8,93.8,0,0,0,0,"6,433","6,524",9.2,8.4,6.7,5.1,12.8,22.1,15.8,5.1,14.8,27.5,5.2,0.8,-1,"1,562","9,806","11,630","6,164",739,21.8,36.1,13.1,2.3,10,7,9,56.1,0,0,0.5,1.8,3.2,10,15.8,0,1.8,0,0,0,9,10001.26814
אזור,2020,תל אביב,מועצה מקומית,0,11,2.22,6005.405405405405,13332,99.7,93.6,0,0,0,0,"6,607","6,725",9.1,8.6,6.8,5.3,12.6,22.1,15.6,5.1,14.8,27.8,5.3,2.9,54,"1,582","10,266","11,943","6,085",753,22.9,37.9,17.1,2.7,18,7,9,56.1,1.8,0,0.5,1.8,3.2,10,15.8,0,1.8,0,0,0,9,10450.6711
אזור,2021,תל אביב,מועצה מקומית,0,11,2.22,6122.9729729729725,13593,99.7,93.5,0,0,0,0,"6,741","6,852",8.5,8.4,7.7,5.6,12.2,21.4,16.4,4.8,15,28.1,6,0.9,55,"1,614","11,494","11,982","5,859",567,24.9,45.7,12.3,2.6,301,7,9,57.3,2.7,0,0.5,2.3,3.6,9.5,12.7,0,2.3,0,0,0,9.1,11537.05882
אזור,2022,תל אביב,מועצה מקומית,0,11,2.22,6069.3693693693685,13474,99.7,93.4,0,0,0,0,"6,685","6,789",8.9,8.4,7.3,5.4,12.6,21.7,15.9,5,14.9,27.9,5.5,1.1,-217,"1,610","10,266","11,943","6,085",753,23.5,33.6,15.2,2.6,6,7,9,57.3,2.7,0,0.5,2.3,3.6,9.5,12.7,0,2.3,0,0,0,9.1,10450.6711
אילת,2016,הדרום,עירייה,321.4,17,100.46,509.6,50100,95.7,82.3,4.3,3.2,0.6,0.5,25.9,24.1,8,7.4,6.5,6.5,16.8,22.4,18.4,4.7,9.2,25.7,3.1,0.7,-5,"6,966","7,634","10,742","30,766","1,974",10.2,34.6,6.7,2.2,41,6,1,4.1,0.4,0,0.3,1,0.9,0.4,2,0.3,0,0,0.6,0.7,89.3,7821.391326
אילת,2017,הדרום,עירייה,321.4,17,100.67,514.4,50700,95.7,81.6,4.3,3.2,0.6,0.5,26.3,24.4,7.9,7.5,6.6,6.4,16.5,22.1,18.5,4.8,9.6,25.8,3.2,1.3,24,"7,095","7,706","11,035","30,531","2,123",10.2,34.6,6.7,2.2,41,6,1,4.1,0.4,0,0.3,1,0.9,0.4,2,0.3,0,0,0.6,0.7,89.3,7922.434954
אילת,2018,הדרום,עירייה,321.4,17,100.67,526.7,51935,95.7,80.7,4.3,76.3,12.7,10.7,"26,946","24,988",7.7,7.4,6.6,6.5,16.2,22.2,18.6,4.8,10,25.4,3.3,2.4,-146,"7,139","8,236","11,438","31,478","2,091",10.1,29.3,6.1,2.1,161,6,1,4.1,0.4,0,0.3,1,0.9,0.4,2,0.3,0,0,0.6,0.7,89.3,8435.451339
אילת,2019,הדרום,עירייה,321.4,17,100.66,530.5,52299,95.6,79.8,4.4,76.8,12.3,10.7,"27,159","25,140",7.4,7.4,6.6,6.4,15.8,22.1,18.9,4.9,10.5,25.2,3.4,0.7,136,"7,215","8,522","11,025","32,310","2,628",10.8,23.1,6.5,1.9,145,6,1,4.1,0,0,0.3,1,0.9,0.4,2,0.3,0,0,0.6,0.7,89.3,8710.273055
אילת,2020,הדרום,עירייה,321.4,9,98.59,532.7,52519,95.5,83.4,4.5,77.3,12.4,10.1,"27,232","25,287",7.2,7.3,6.6,6.6,15.7,21.8,18.9,5,10.9,25,3.5,0.4,-164,"7,273","8,745","11,276","33,651","2,888",11.4,24.7,8.2,2.4,510,6,1,4.1,0.4,0,0.3,1,0.9,0.4,2,0.3,0,0,0.6,0.7,89.3,8945.047292
אילת,2021,הדרום,עירייה,323,17,101.49,539.1,53151,95.1,82.7,4.9,79,11.7,9.2,"27,544","25,606",6.6,7.2,6.9,6.2,15.1,21.6,19.3,5.2,11.8,24.3,4.1,0.8,-166,"7,377","9,915","11,709","31,293","2,110",12.5,26.7,7.6,2.4,524,6,1,4.7,0.5,0.1,0.1,1.2,0.8,0.7,6.2,0,0.1,0.3,0.9,0.4,84,10028.32335
אילת,2022,הדרום,עירייה,323,17,101.49,535.1,52753,95.3,83.2,4.7,77.1,12.4,10.3,"27,372","25,381",7,7.4,6.8,6.2,15.4,21.7,19.1,5.1,11.4,24.8,3.8,0.4,203,"7,306","8,745","11,276","33,651","2,888",12.1,22,8.7,2.5,380,6,1,4.7,0.5,0.1,0.1,1.2,0.8,0.7,6.2,0,0.1,0.3,0.9,0.4,84,8945.047292
אכסאל,2016,הצפון,מועצה מקומית,83.7,11,9.09,1540.1540154015402,14000,0,0,100,99.9,0.1,0,7.2,6.8,10.2,10.4,11.1,10.9,17.8,19.4,13.5,2.4,4.1,38.6,1.1,1.6,58,"2,210","6,080","9,685","4,698",565,11.8,32.7,10.3,2.1,53,3,4,15.8,0,0,0.1,0.2,0,0,0,0.3,0,1.1,42.4,31.3,8.8,6467.00836
אכסאל,2017,הצפון,מועצה מקומית,83.7,11,9.1,1560.4395604395604,14200,0,0,0,99.9,0,0,7.4,6.9,10.4,10.1,10.8,10.9,18.2,19.1,13.7,2.6,4.3,38,1.2,2,969,"2,250","6,318","10,339","5,094",584,11.8,32.7,10.3,2.1,53,3,4,15.8,0,0,0.1,0.2,0,0,0,0.3,0,1.1,42.4,31.3,8.8,6731.572385
אכסאל,2018,הצפון,מועצה מקומית,83.7,11,9.1,1593.4065934065934,14500,0,0,100,99.9,0,0,"7,482","7,018",10.3,9.8,10.6,10.9,18.4,18.9,14.1,2.7,4.5,37.3,1.4,1.8,62,"2,274","6,695","10,519","5,350",624,11.6,31.4,9.8,2.1,44,3,4,15.8,0,0,0.1,0.2,0,0,0,0.3,0,1.1,42.4,31.3,8.8,7094.42685
אכסאל,2019,הצפון,מועצה מקומית,83.7,11,9.1,1624.6153846153848,14784,0,0,100,99.9,0,0,"7,632","7,152",10.6,9.3,10.3,10.8,18.5,18.8,14.5,2.7,4.7,36.5,1.5,2,33,"2,288","6,828","10,554","5,597",689,13.6,24.7,11.8,2.5,54,3,4,15.8,0,0,0.1,0.2,0,0,0,0.3,0,1.1,42.4,31.3,8.8,7236.401845
אכסאל,2020,הצפון,מועצה מקומית,83.7,11,9.11,1639.8463227222833,14939,0,0,99.9,100,0,0,"7,721","7,218",10.2,9.3,10,10.6,18.8,18.7,14.7,2.9,4.9,35.8,1.5,1,130,"2,294","6,841","10,689","5,889",726,14.4,27.3,13,2.8,54,3,4,15.8,0,0,0.1,0.2,0,0,0,0.3,0,1.1,42.4,31.3,8.8,7263.320181
אכסאל,2021,הצפון,מועצה מקומית,85.3,11,9.38,1634.968017057569,15336,0,0,99.9,100,0,0,"7,904","7,432",9.3,9.6,9.4,10.1,19.1,18.7,15.2,3.2,5.4,34.3,1.6,1.3,-15,"2,294","8,070","10,555","5,993",648,16.4,18.1,16.4,2.9,74,3,4,16.7,1,0.2,0.1,0.5,0.9,1.5,0.2,1,0,4.2,50.9,20.1,2.7,8312.475531
אכסאל,2022,הצפון,מועצה מקומית,85.3,11,9.38,1614.7121535181236,15146,0,0,99.9,100,0,0,"7,831","7,315",9.9,9.4,9.7,10.3,19,18.6,15.1,2.9,5.1,35.2,1.6,1.4,3,"2,277","6,841","10,689","5,889",726,15.1,24.4,14.5,2.9,40,3,4,16.7,1,0.2,0.1,0.5,0.9,1.5,0.2,1,0,4.2,50.9,20.1,2.7,7263.320181
אל קסום,2016,הדרום,מועצה אזורית,99.17515527950312,0,38.61,246.05024605024605,9500,0,0,100,100,0,0,4.9,4.6,16.3,14.7,14,12.2,16.3,15.5,7.9,1.1,2,52.8,0.5,7.9,424,260,"5,367","6,030","1,541",70,7.2,37.44498902706657,8.7,1.7,6,1,3,8.2,0.3,0,0.1,0,0,0,0.1,0,0,0,2.5,53.5,35.3,5395.808194
אל קסום,2017,הדרום,מועצה אזורית,99.17515527950312,0,38.69,258.46471956577926,10000,0,0,0,100,0,0,5.2,4.8,16.3,14.4,13.5,12.4,16.6,15.4,8.2,1.2,1.9,51.9,0.5,5.4,349,260,"5,405","6,956","1,835",76,7.2,37.44498902706657,8.7,1.7,6,1,3,8.2,0.3,0,0.1,0,0,0,0.1,0,0,0,2.5,53.5,35.3,5466.682889
אל קסום,2018,הדרום,מועצה אזורית,99.17515527950312,10,38.69,385.5001292323598,14915,0,0,100,100,0,0,"7,713","7,202",16.5,13.6,11.9,12.9,18.3,15.8,7.8,1.3,2,49.4,0.6,48.9,-63,258,"5,489","9,606","3,237",172,5.4,37.44498902706657,8,1.6,207.89350180505414,1,3,8.2,0.3,0,0.1,0,0,0,0.1,0,0,0,2.5,53.5,35.3,5696.721913
אל קסום,2019,הדרום,מועצה אזורית,99.17515527950312,10,38.71,404.80496,15670,0,0,100,100,0,0,"8,084","7,585",17.4,12.9,11.8,12.2,18.7,15.8,7.9,1.3,2,49,0.6,5.1,45,258,"5,674","9,958","3,560",221,6.3,13.4,8.9,1.9,207.89350180505414,1,3,8.2,0,0,0.1,0,0,0,0.1,0,0,0,2.5,53.5,35.3,5924.400423
אל קסום,2020,הדרום,מועצה אזורית,99.17515527950312,6.666666666666667,38.71,425.34228881425986,16465,0,0,99.7,100,0,0,"8,479","7,986",18.1,12.9,11.5,11.4,19.2,15.5,8.2,1.4,2,49,0.6,5.1,13,253,"5,577","9,650","2,164",99,6.6,24.2,9.7,2,1,1,3,8.2,0.3,0,0.1,0,0,0,0.1,0,0,0,2.5,53.5,35.3,5755.182501
אל קסום,2021,הדרום,מועצה אזורית,99.17515527950312,10,38.71,467.6052699560837,18101,0,0,99.6,100,0,0,"9,295","8,806",19,12.9,11.2,10.4,19,15.7,8.2,1.6,2,49.2,0.7,4.8,51,254,"7,304","12,085","3,934",138,7.9,23.9,10.3,2.2,21,1,3,15.1,0.5,0,0.1,0.1,0,0,0.9,0,0,0.1,3.3,57.7,22.2,7466.027996
אל קסום,2022,הדרום,מועצה אזורית,99.17515527950312,10,38.71,446.13794885042626,17270,0,0,99.6,100,0,0,"8,876","8,394",18.7,12.8,11.3,10.7,19.3,15.4,8.4,1.5,2,49.2,0.7,4.9,82,253,"5,577","9,650","2,164",99,6.8,37.44498902706657,9.7,2,17,1,3,15.1,0.5,0,0.1,0.1,0,0,0.9,0,0,0.1,3.3,57.7,22.2,5755.182501
אל-בטוף,2016,הצפון,מועצה אזורית,112.01538461538462,8,3.85,1974.025974025974,7600,0,0,100,99.9,0.1,0,3.9,3.7,10.6,10.2,11.7,12.2,18.8,18,12.5,2.2,3.7,40,1.2,1.4,240,"1,183","5,764","7,243","2,736",133,7.8,19,11.7,2.3,34,2,3,28.2,0.5,0,0.3,0,0,0.8,0,0.3,0,5.3,13.8,21.3,29.5,5832.562914
אל-בטוף,2017,הצפון,מועצה אזורית,112.01538461538462,8,3.85,2025.9740259740258,7800,0,0,0,100,0,0,4,3.8,11.2,10.1,10.6,12.3,19.3,17.7,12.7,2.2,3.9,39.4,1.3,2.5,-2,"1,201","5,535","7,412","2,817",146,7.8,19,11.7,2.3,34,2,3,28.2,0.5,0,0.3,0,0,0.8,0,0.3,0,5.3,13.8,21.3,29.5,5627.488019
אל-בטוף,2018,הצפון,מועצה אזורית,112.01538461538462,8,3.85,2041.5584415584415,7860,0,0,100,99.9,0,0,"4,041","3,819",11.2,10.2,9.8,11.8,20,17.7,12.8,2.5,4,38.4,1.3,1.3,382,"1,209","6,023","7,569","3,064",161,7.5,25,12.6,2.4,38,2,3,28.2,0.5,0,0.3,0,0,0.8,0,0.3,0,5.3,13.8,21.3,29.5,6100.180155
אל-בטוף,2019,הצפון,מועצה אזורית,112.01538461538462,8,3.85,2088.051948051948,8039,0,0,100,99.9,0,0,"4,139","3,900",11.5,9.9,9.2,11.5,20.3,17.5,13.3,2.4,4.3,37.6,1.3,2.3,282,"1,237","6,168","9,162","3,241",185,8.7,21.6,13,2.4,41,2,3,28.2,0,0,0.3,0,0,0.8,0,0.3,0,5.3,13.8,21.3,29.5,6329.672504
אל-בטוף,2020,הצפון,מועצה אזורית,112.01538461538462,8,3.87,2125.322997416021,8225,0,0,99.9,99.9,0,0,"4,243","3,982",11.7,9.6,9.2,10.9,20.3,17.8,13.4,2.6,4.5,36.8,1.4,2.3,364,"1,249","6,077","7,925","3,226",178,9.2,19.7,14.4,2.7,36,2,3,28.2,0.5,0,0.3,0,0,0.8,0,0.3,0,5.3,13.8,21.3,29.5,6173.634548
אל-בטוף,2021,הצפון,מועצה אזורית,112.01538461538462,8,4.22,2029.6208530805688,8565,0,0,99.9,99.9,0.1,0,"4,402","4,163",11,10.1,9.1,9.5,20.4,18.3,14,3,4.7,35.5,1.6,1.9,274,"1,275","7,208","8,886","3,539",149,10.7,20.4,15.4,3.1,91,2,3,34,1.4,0,0,0.5,0.2,0,0.2,1.9,0,5.6,15.2,17.3,23.7,7275.793384
אל-בטוף,2022,הצפון,מועצה אזורית,112.01538461538462,8,4.22,1992.4170616113745,8408,0,0,99.9,99.9,0,0,"4,324","4,084",11.5,9.5,9.1,10.5,20.2,18.1,13.8,2.7,4.5,36.1,1.6,2.2,12,"1,260","6,077","7,925","3,226",178,9.9,22.6,14.8,3,23,2,3,34,1.4,0,0,0.5,0.2,0,0.2,1.9,0,5.6,15.2,17.3,23.7,6173.634548
אלונה,2016,חיפה,מועצה אזורית,60.720329670329676,11,27.03,85.09064002959674,2300,100,98.5,0,0,0,0,1.1,1.2,9.4,12.5,10.2,7.8,8.9,23.6,17.1,4.4,6.2,37.2,1.9,2,-3,292,"11,902","7,803",883,185,45.3,37.44498902706657,8.5,2.5,207.89350180505414,8,5,4.1,0,0,0,0.1,0.1,0,1,0.4,0.1,42.2,26.2,4.7,21.1,11191.96723
אלונה,2017,חיפה,מועצה אזורית,60.720329670329676,11,27.03,85.09064002959674,2300,100,98.3,0,0,0,0,1.1,1.1,8.6,12.1,10.9,8,8.7,22.9,17.9,3.8,7.1,36.7,2,-0.3,0,286,"11,324","8,830",870,194,45.3,37.44498902706657,8.5,2.5,207.89350180505414,8,5,4.1,0,0,0,0.1,0.1,0,1,0.4,0.1,42.2,26.2,4.7,21.1,10869.26692
אלונה,2018,חיפה,מועצה אזורית,60.720329670329676,9,27.03,84.31372549019608,2279,100,98.1,0,0,0,0,"1,141","1,138",7.6,11.5,11,8.4,9.1,22.2,18,4.3,7.9,35.3,1.9,-0.7,124.2,284,"12,004","9,205",879,188,45,37.44498902706657,7.7,2.7,2,8,5,4.1,0,0,0,0.1,0.1,0,1,0.4,0.1,42.2,26.2,4.7,21.1,11510.83037
אלונה,2019,חיפה,מועצה אזורית,60.720329670329676,9,27.03,84.75767665556788,2291,100,98.1,0,0,0,0,"1,145","1,145",7.5,10.9,11.1,8.1,10,21.7,17.9,4.4,8.3,34.5,1.9,0.5,32,281,"12,126","8,969",907,241,47.5,37.44498902706657,4.9,3,1,8,5,4.1,0,0,0,0.1,0.1,0,1,0.4,0.1,42.2,26.2,4.7,21.1,11463.25
אלונה,2020,חיפה,מועצה אזורית,60.720329670329676,9.666666666666666,27.03,84.09174990751018,2273,100,98.4,0,0,0,0,"1,142","1,131",6.8,10.6,10.6,7.7,11.2,20.8,18.6,4.8,8.8,33.1,2.3,-0.8,-207,277,"11,929","8,779",878,246,47.3,37.44498902706657,8.3,3.6,207.89350180505414,8,5,4.1,0,0,0,0.1,0.1,0,1,0.4,0.1,42.2,26.2,4.7,21.1,11239.58719
אלונה,2021,חיפה,מועצה אזורית,60.720329670329676,9,27.59,81.94998187749185,2261,100,98.4,0,0,0,0,"1,138","1,123",6.1,9.6,10.4,8.7,10.7,19.7,20.1,5.3,9.3,31.5,2.6,-0.6,-100,275,"15,993","10,874",858,166,49.4,37.44498902706657,9.5,2.9,3,8,4,5.2,0.1,0,0,0.1,0,0,1.3,0.4,0,46.1,26.4,6.6,13.8,15163.16211
אלונה,2022,חיפה,מועצה אזורית,60.720329670329676,9,27.03,84.16574176840547,2275,100,98.4,0,0,0,0,"1,134","1,141",6.9,10.2,10.6,8.3,10.9,20.4,18.7,5.1,8.9,32.7,2.4,0.1,-5,276,"11,929","8,779",878,246,49,37.44498902706657,7.9,3.3,3,8,4,5.2,0.1,0,0,0.1,0,0,1.3,0.4,0,46.1,26.4,6.6,13.8,11239.58719
אליכין,2016,המרכז,מועצה מקומית,30.2,9,1.69,2011.8343195266273,3400,99.9,98.9,0,0,0,0,1.7,1.7,8.8,9.2,8.9,7.8,13.8,16.9,19.8,5,9.8,31.5,4.4,-0.2,320,500,"8,276","8,924","1,714",159,25.7,37.44498902706657,14.2,3.4,9,6,6,48.8,1.8,0,1.2,1.8,0,0,0.6,0,0,0,8.3,25,12.5,8331.009076
אליכין,2017,המרכז,מועצה מקומית,30.2,9,1.69,2071.005917159763,3500,99.9,98.8,0,0,0,0,1.7,1.8,9.1,8.8,8.9,7.6,14.2,16.4,19.6,5.1,10.3,31.3,4.6,1.9,733,496,"8,433","9,066","1,686",179,25.7,37.44498902706657,14.2,3.4,9,6,6,48.8,1.8,0,1.2,1.8,0,0,0.6,0,0,0,8.3,25,12.5,8493.754424
אליכין,2018,המרכז,מועצה מקומית,30.2,9,1.69,2062.7218934911243,3486,99.9,98.9,0,0,0,0,"1,712","1,773",8.4,8.7,8.3,7.9,13.9,16.9,19.5,5.2,11.2,30,5,0.1,25,499,"8,975","9,322","1,723",185,25.2,37.44498902706657,11.7,3.2,9,6,6,48.8,1.8,0,1.2,1.8,0,0,0.6,0,0,0,8.3,25,12.5,9008.645178
אליכין,2019,המרכז,מועצה מקומית,30.2,9,1.69,2020.7100591715978,3415,100,98.8,0,0,0,0,"1,701","1,715",8,8.3,8.3,7.9,14.4,16.1,19.9,5.4,11.8,29.7,5,-2,-57,494,"8,989","9,109","1,788",191,26.3,37.44498902706657,10.6,2.8,2,6,6,48.8,0,0,1.2,1.8,0,0,0.6,0,0,0,8.3,25,12.5,9000.581607
אליכין,2020,המרכז,מועצה מקומית,30.2,9,1.69,2061.5384615384614,3484,100,98.8,0,0,0,0,"1,737","1,747",7.9,7.7,8.7,7.5,14.6,16.4,19.6,5.3,12.4,29.2,5.1,2,75,491,"9,283","10,382","1,802",215,28.7,37.44498902706657,14.1,3.3,2,6,6,48.8,1.8,0,1.2,1.8,0,0,0.6,0,0,0,8.3,25,12.5,9400.146753
אליכין,2021,המרכז,מועצה מקומית,30.3,9,1.69,2048.5207100591715,3462,100,99,0,0,0,0,"1,736","1,726",7.4,7.2,8.1,8.5,14.3,15.8,19.2,6.2,13.3,27.4,5.3,0,47,481,"10,340","10,413","1,717",169,31.3,37.44498902706657,9.9,3,4,7,6,45.3,1.2,0,2.4,2.4,0,0,0,0,0,0,14.7,22.9,11.1,10346.54136
אליכין,2022,המרכז,מועצה מקומית,30.3,9,1.69,2047.9289940828403,3461,100,98.9,0,0,0,0,"1,722","1,739",7.7,7.2,8.6,8.2,14.4,15.9,19.4,5.6,12.9,28.2,5.2,-0.7,124,482,"9,283","10,382","1,802",215,29,37.44498902706657,11,3.2,3,7,6,45.3,1.2,0,2.4,2.4,0,0,0,0,0,0,14.7,22.9,11.1,9400.146753
אלעד,2016,המרכז,עירייה,11.4,15,3.49,13151.86246418338,45900,100,100,0,0,0,0,23.2,22.7,17.1,18.7,17.3,10,9.6,19.2,5.8,0.8,1.4,60,0.3,2.2,217,"6,353","6,129","7,423","11,806",810,10.7,16.7,5.9,1,5,2,7,33.1,13.3,0.3,0.9,0,0.9,0,2,0,1.2,10.4,1.7,0.6,35.6,6212.080216
אלעד,2017,המרכז,עירייה,11.4,15,3.49,13438.395415472778,46900,100,100,0,0,0,0,23.8,23.1,16.3,18,17.3,11.2,9.9,18.7,6.2,0.8,1.5,59.2,0.4,2.3,771,"6,319","6,219","7,601","12,216",875,10.7,16.7,5.9,1,5,2,7,33.1,13.3,0.3,0.9,0,0.9,0,2,0,1.2,10.4,1.7,0.6,35.6,6311.372622
אלעד,2018,המרכז,עירייה,11.4,15,3.49,13714.899713467048,47865,100,100,0,0,0,0,"24,292","23,574",15.6,17.3,16.8,12.6,10.5,18.3,6.6,0.9,1.6,57.8,0.4,2.1,-3,"6,272","6,567","7,639","12,946",951,10.2,19.4,6.5,1.1,1,2,7,33.1,13.3,0.3,0.9,0,0.9,0,2,0,1.2,10.4,1.7,0.6,35.6,6640.359142
אלעד,2019,המרכז,עירייה,11.4,15,3.49,13972.206303724928,48763,100,100,0,0,0,0,"24,729","24,034",14.9,16.5,16.7,13.2,11.3,17.8,7,0.9,1.7,56.5,0.5,1.9,190,"6,203","6,706","7,795","13,514","1,051",11.2,16.7,5.9,1.2,207.89350180505414,2,7,33.1,0.3,0.3,0.9,0,0.9,0,2,0,1.2,10.4,1.7,0.6,35.6,6784.581462
אלעד,2020,המרכז,עירייה,11.4,9,3.49,14087.965616045845,49167,100,100,0,0,0,0,"24,848","24,319",14.3,15.7,16.2,14.3,12,17.1,7.6,1,1.8,55.1,0.5,0.8,-230,"6,119","6,519","8,054","14,571","1,166",11.6,16.3,6.3,1.4,207.89350180505414,2,7,33.1,13.3,0.3,0.9,0,0.9,0,2,0,1.2,10.4,1.7,0.6,35.6,6632.732605
אלעד,2021,המרכז,עירייה,11.6,15,3.49,14179.656160458451,49487,100,100,0,0,0,0,"24,804","24,683",13.6,14.6,15.7,14.1,14.1,15.8,9,1.1,2,52.4,0.6,-0.2,328,"5,965","7,178","7,772","15,861","1,016",12.2,20.3,5.9,1.4,207.89350180505414,2,7,37.1,14.9,0,0.6,0.3,0.3,0,2.9,0,1.7,18.6,3.7,0,19.9,7213.758962
אלעד,2022,המרכז,עירייה,11.6,15,3.49,14210.028653295129,49593,100,100,0,0,0,0,"25,075","24,518",13.8,15,16,14.4,13.2,16.4,8.2,1.1,1.9,53.5,0.6,0.9,41,"6,036","6,519","8,054","14,571","1,166",11.8,18.1,6,1.4,207.89350180505414,2,7,37.1,14.9,0,0.6,0.3,0.3,0,2.9,0,1.7,18.6,3.7,0,19.9,6632.732605
אלפי מנשה,2016,אזור יהודה והשומרון,מועצה מקומית,17.9,9,9.201761658031089,847.6637724,7800,100,96.9,0,0,0,0,3.9,3.9,7.9,11.8,10.1,7.9,10.6,21.5,17.1,5.3,7.8,34.9,1.3,1.9,-18,"1,082","11,857","11,090","3,913",405,34.6,37.44498902706657,11.2,3,56,8,6,18.1,0.7,0,0.2,0.2,0.2,0,0,0,0,0,4.8,0.4,75.4,11785.06044
אלפי מנשה,2017,אזור יהודה והשומרון,מועצה מקומית,17.9,9,9.201761658031089,847.6637724,7800,100,96.8,0,0,0,0,3.9,3.9,7.8,10.9,10.6,8.4,10.6,20.6,17.6,5,8.5,34.5,1.3,0.3,-124,"1,092","11,807","11,196","3,833",407,34.6,37.44498902706657,11.2,3,56,8,6,18.1,0.7,0,0.2,0.2,0.2,0,0,0,0,0,4.8,0.4,75.4,11748.34976
